WARNING:__main__:[Fri May 14 11:22:10 2021] Imported 1558 chembl targets.
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     3 results for No.    4 target CHEMBL2052032  ; 1557 targets left; Active conunts: 20
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    19 results for No.    5 target CHEMBL4213     ; 1556 targets left; Active conunts: 22
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     2 results for No.    8 target CHEMBL4918     ; 1555 targets left; Active conunts: 26
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     7 results for No.    6 target CHEMBL1741191  ; 1554 targets left; Active conunts: 25
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.    3 target CHEMBL1075086  ; 1553 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.    1 target CHEMBL4857     ; 1552 targets left; Active conunts: 32
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    10 results for No.   11 target CHEMBL1075054  ; 1551 targets left; Active conunts: 31
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    27 results for No.    7 target CHEMBL5696     ; 1550 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     5 results for No.   17 target CHEMBL4105763  ; 1549 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    53 results for No.   12 target CHEMBL3308998  ; 1548 targets left; Active conunts: 29
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   10 target CHEMBL3309027  ; 1547 targets left; Active conunts: 33
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   14 target CHEMBL4295816  ; 1546 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     4 results for No.   16 target CHEMBL3425392  ; 1545 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     4 results for No.   22 target CHEMBL2331069  ; 1544 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    19 results for No.   28 target CHEMBL4640     ; 1543 targets left; Active conunts: 36
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     6 results for No.   24 target CHEMBL3286086  ; 1542 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    21 results for No.   19 target CHEMBL5126     ; 1541 targets left; Active conunts: 34
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   15 target CHEMBL4105959  ; 1540 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     4 results for No.   25 target CHEMBL5739     ; 1539 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    28 results for No.   20 target CHEMBL1293202  ; 1538 targets left; Active conunts: 37
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    93 results for No.    2 target CHEMBL3720     ; 1537 targets left; Active conunts: 37
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   18 target CHEMBL4105957  ; 1536 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     6 results for No.   26 target CHEMBL3708197  ; 1535 targets left; Active conunts: 41
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     3 results for No.   29 target CHEMBL2169733  ; 1534 targets left; Active conunts: 40
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     6 results for No.   27 target CHEMBL6096     ; 1533 targets left; Active conunts: 39
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   21 target CHEMBL3217400  ; 1532 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    30 results for No.   30 target CHEMBL1671608  ; 1531 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   32 target CHEMBL4252     ; 1530 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     6 results for No.   31 target CHEMBL3779762  ; 1529 targets left; Active conunts: 50
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    33 results for No.   34 target CHEMBL1293232  ; 1528 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    11 results for No.   36 target CHEMBL3232693  ; 1527 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     2 results for No.   40 target CHEMBL2311229  ; 1526 targets left; Active conunts: 48
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   33 target CHEMBL3714399  ; 1525 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    26 results for No.   35 target CHEMBL3404     ; 1524 targets left; Active conunts: 50
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   41 target CHEMBL4105917  ; 1523 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   44 target CHEMBL1649057  ; 1522 targets left; Active conunts: 48
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    15 results for No.   45 target CHEMBL4185     ; 1521 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   39 target CHEMBL1287596  ; 1520 targets left; Active conunts: 46
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   38 target CHEMBL5814     ; 1519 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   42 target CHEMBL2176857  ; 1518 targets left; Active conunts: 44
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    16 results for No.   50 target CHEMBL5397     ; 1517 targets left; Active conunts: 43
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   46 target CHEMBL2176831  ; 1516 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    10 results for No.   52 target CHEMBL5633     ; 1515 targets left; Active conunts: 41
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    30 results for No.   49 target CHEMBL5877     ; 1514 targets left; Active conunts: 40
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried    44 results for No.   47 target CHEMBL3218     ; 1513 targets left; Active conunts: 39
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     1 results for No.   51 target CHEMBL3616349  ; 1512 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     2 results for No.   57 target CHEMBL2040     ; 1511 targets left; Active conunts: 37
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   61 target CHEMBL3350     ; 1510 targets left; Active conunts: 36
WARNING:__main__:[Fri May 14 11:22:10 2021] Queried     0 results for No.   56 target CHEMBL3430865  ; 1509 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   53 target CHEMBL3751645  ; 1508 targets left; Active conunts: 34
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    11 results for No.   59 target CHEMBL5584     ; 1507 targets left; Active conunts: 33
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    10 results for No.   65 target CHEMBL3137292  ; 1506 targets left; Active conunts: 32
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   55 target CHEMBL2321629  ; 1505 targets left; Active conunts: 31
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     4 results for No.   62 target CHEMBL5173     ; 1504 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   54 target CHEMBL4105990  ; 1503 targets left; Active conunts: 29
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   60 target CHEMBL3308957  ; 1502 targets left; Active conunts: 28
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   58 target CHEMBL2176773  ; 1501 targets left; Active conunts: 27
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     8 results for No.   68 target CHEMBL3085619  ; 1500 targets left; Active conunts: 26
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   63 target CHEMBL3856167  ; 1499 targets left; Active conunts: 25
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    13 results for No.   70 target CHEMBL5149     ; 1498 targets left; Active conunts: 24
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     1 results for No.   74 target CHEMBL1795158  ; 1497 targets left; Active conunts: 23
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   124 results for No.   43 target CHEMBL3638337  ; 1496 targets left; Active conunts: 22
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     3 results for No.   76 target CHEMBL1250358  ; 1495 targets left; Active conunts: 21
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    54 results for No.   69 target CHEMBL1697661  ; 1494 targets left; Active conunts: 20
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   73 target CHEMBL3879852  ; 1493 targets left; Active conunts: 19
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    44 results for No.   64 target CHEMBL4752     ; 1492 targets left; Active conunts: 18
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     6 results for No.   82 target CHEMBL4371     ; 1491 targets left; Active conunts: 17
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   72 target CHEMBL4296004  ; 1490 targets left; Active conunts: 16
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     1 results for No.   81 target CHEMBL2462     ; 1489 targets left; Active conunts: 15
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   66 target CHEMBL4295991  ; 1488 targets left; Active conunts: 14
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    30 results for No.   79 target CHEMBL4785     ; 1487 targets left; Active conunts: 13
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    11 results for No.   78 target CHEMBL1293196  ; 1486 targets left; Active conunts: 12
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   105 results for No.   48 target CHEMBL5533     ; 1485 targets left; Active conunts: 11
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   80 target CHEMBL1667692  ; 1484 targets left; Active conunts: 10
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    69 results for No.   75 target CHEMBL2522     ; 1483 targets left; Active conunts: 9
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    91 results for No.   71 target CHEMBL2886     ; 1482 targets left; Active conunts: 8
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   227 results for No.   37 target CHEMBL3726     ; 1481 targets left; Active conunts: 7
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   568 results for No.   13 target CHEMBL2311243  ; 1480 targets left; Active conunts: 6
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   598 results for No.    9 target CHEMBL1878     ; 1479 targets left; Active conunts: 5
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   642 results for No.   23 target CHEMBL4804     ; 1478 targets left; Active conunts: 4
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   613 results for No.   77 target CHEMBL6175     ; 1477 targets left; Active conunts: 3
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried   668 results for No.   67 target CHEMBL3004     ; 1476 targets left; Active conunts: 2
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     7 results for No.   83 target CHEMBL3091270  ; 1475 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     4 results for No.   86 target CHEMBL4856     ; 1474 targets left; Active conunts: 44
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    17 results for No.   87 target CHEMBL4855     ; 1473 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    20 results for No.   93 target CHEMBL2195     ; 1472 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    11 results for No.   90 target CHEMBL4295942  ; 1471 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     2 results for No.   89 target CHEMBL1770044  ; 1470 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     5 results for No.   91 target CHEMBL5788     ; 1469 targets left; Active conunts: 46
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    27 results for No.   84 target CHEMBL1293203  ; 1468 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   94 target CHEMBL4105863  ; 1467 targets left; Active conunts: 51
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     9 results for No.   95 target CHEMBL1075234  ; 1466 targets left; Active conunts: 50
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    23 results for No.   88 target CHEMBL3580487  ; 1465 targets left; Active conunts: 49
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     9 results for No.   92 target CHEMBL4879     ; 1464 targets left; Active conunts: 48
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    41 results for No.   85 target CHEMBL5926     ; 1463 targets left; Active conunts: 47
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried    10 results for No.   99 target CHEMBL2505     ; 1462 targets left; Active conunts: 46
WARNING:__main__:[Fri May 14 11:22:11 2021] Queried     0 results for No.   97 target CHEMBL3991482  ; 1461 targets left; Active conunts: 45
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     1 results for No.  100 target CHEMBL4105793  ; 1460 targets left; Active conunts: 44
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.   98 target CHEMBL3885585  ; 1459 targets left; Active conunts: 43
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.   96 target CHEMBL3627586  ; 1458 targets left; Active conunts: 42
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     1 results for No.  105 target CHEMBL3112385  ; 1457 targets left; Active conunts: 41
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     4 results for No.  103 target CHEMBL2366564  ; 1456 targets left; Active conunts: 40
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     5 results for No.  110 target CHEMBL2295563  ; 1455 targets left; Active conunts: 39
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    57 results for No.  118 target CHEMBL5008     ; 1454 targets left; Active conunts: 38
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     3 results for No.  114 target CHEMBL3286083  ; 1453 targets left; Active conunts: 37
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  108 target CHEMBL4217     ; 1452 targets left; Active conunts: 36
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  104 target CHEMBL2366485  ; 1451 targets left; Active conunts: 35
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     8 results for No.  125 target CHEMBL4295576  ; 1450 targets left; Active conunts: 34
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    33 results for No.  111 target CHEMBL1972     ; 1449 targets left; Active conunts: 33
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    12 results for No.  117 target CHEMBL1743291  ; 1448 targets left; Active conunts: 32
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     4 results for No.  124 target CHEMBL2069158  ; 1447 targets left; Active conunts: 31
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    10 results for No.  127 target CHEMBL3826867  ; 1446 targets left; Active conunts: 30
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     1 results for No.  121 target CHEMBL3745591  ; 1445 targets left; Active conunts: 29
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  112 target CHEMBL2321609  ; 1444 targets left; Active conunts: 28
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    27 results for No.  123 target CHEMBL5670     ; 1443 targets left; Active conunts: 27
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     0 results for No.  116 target CHEMBL4295604  ; 1442 targets left; Active conunts: 26
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried     5 results for No.  131 target CHEMBL1075179  ; 1441 targets left; Active conunts: 25
WARNING:__main__:[Fri May 14 11:22:12 2021] Queried    51 results for No.  115 target CHEMBL1667695  ; 1440 targets left; Active conunts: 24
