unique_identify	-logAffi
CHEMBL5251_4otf_CHEMBL3401285	6.187086643357144
CHEMBL5251_4otf_CHEMBL3401286	7.366531544420414
CHEMBL5251_4otf_CHEMBL3401287	6.6777807052660805
CHEMBL5251_4otf_CHEMBL3401288	7.267606240177032
CHEMBL5251_4otf_CHEMBL3401289	8.0
CHEMBL5251_4otf_CHEMBL3401290	7.221848749616356
CHEMBL5251_4otf_CHEMBL3401291	7.301029995663981
CHEMBL5251_4otf_CHEMBL3639689	8.197226274708024
CHEMBL5251_4otf_CHEMBL3670081	9.030240373690692
CHEMBL5251_4otf_CHEMBL3670082	8.892790030352131
CHEMBL5251_4otf_CHEMBL3670085	8.214670164989233
CHEMBL5251_4otf_CHEMBL3670087	8.113509274827518
CHEMBL5251_4otf_CHEMBL3670089	8.221848749616356
CHEMBL5251_4otf_CHEMBL3670090	8.154901959985743
CHEMBL5251_4otf_CHEMBL3670091	8.522878745280337
CHEMBL5251_4otf_CHEMBL3670092	8.698970004336019
CHEMBL5251_4otf_CHEMBL3670093	8.301029995663981
CHEMBL5251_4otf_CHEMBL3670094	9.455931955649724
CHEMBL5251_4otf_CHEMBL3670095	9.161150909262744
CHEMBL5251_4otf_CHEMBL3670096	8.55284196865778
CHEMBL5251_4otf_CHEMBL3670097	8.42021640338319
CHEMBL5251_4otf_CHEMBL3670098	8.698970004336019
CHEMBL5251_4otf_CHEMBL3670099	8.397940008672037
CHEMBL5251_4otf_CHEMBL3670100	8.397940008672037
CHEMBL5251_4otf_CHEMBL3670101	8.327902142064282
CHEMBL5251_4otf_CHEMBL3670102	8.193820026016112
CHEMBL5251_4otf_CHEMBL3670103	8.630784142589857
CHEMBL5251_4otf_CHEMBL3670104	7.787812395596042
CHEMBL5251_4otf_CHEMBL3670106	8.468521082957745
CHEMBL5251_4otf_CHEMBL3670107	8.585026652029182
CHEMBL5251_4otf_CHEMBL3670108	8.309803919971486
CHEMBL5251_4otf_CHEMBL3670109	8.3767507096021
CHEMBL5251_4otf_CHEMBL3670110	8.2839966563652
CHEMBL5251_4otf_CHEMBL3670111	8.397940008672037
CHEMBL5251_4otf_CHEMBL3670112	8.09151498112135
CHEMBL5251_4otf_CHEMBL3670113	8.55284196865778
CHEMBL5251_4otf_CHEMBL3670114	8.443697499232712
CHEMBL5251_4otf_CHEMBL3670115	8.468521082957745
CHEMBL5251_4otf_CHEMBL3670116	8.853871964321762
CHEMBL5251_4otf_CHEMBL3670117	8.67778070526608
CHEMBL5251_4otf_CHEMBL3670118	8.301029995663981
CHEMBL5251_4otf_CHEMBL3670119	8.7594507517174
CHEMBL5251_4otf_CHEMBL3670120	7.935542010773082
CHEMBL5251_4otf_CHEMBL3670121	8.008773924307505
CHEMBL5251_4otf_CHEMBL3670122	7.795880017344075
CHEMBL5251_4otf_CHEMBL3670123	8.657577319177793
CHEMBL5251_4otf_CHEMBL3670124	8.522878745280337
CHEMBL5251_4otf_CHEMBL3670125	8.3767507096021
CHEMBL5251_4otf_CHEMBL3670126	8.275724130399212
CHEMBL5251_4otf_CHEMBL3670127	8.060480747381382
CHEMBL5251_4otf_CHEMBL3670131	8.309803919971486
CHEMBL5251_4otf_CHEMBL3670132	8.10790539730952
CHEMBL5251_4otf_CHEMBL3670133	7.767003889607846
CHEMBL5251_4otf_CHEMBL3670134	8.148741651280925
CHEMBL5251_4otf_CHEMBL3670135	8.481486060122112
CHEMBL5251_4otf_CHEMBL3670136	7.782516055786093
CHEMBL5251_4otf_CHEMBL3670137	7.779891911959945
CHEMBL5251_4otf_CHEMBL3670138	8.2839966563652
CHEMBL5251_4otf_CHEMBL3670139	7.366531544420414
CHEMBL5251_4otf_CHEMBL3674679	7.795880017344075
CHEMBL5251_4otf_CHEMBL3674680	7.823908740944319
CHEMBL5251_4otf_CHEMBL3674681	8.0
CHEMBL5251_4otf_CHEMBL3674682	8.0
CHEMBL5251_4otf_CHEMBL3699638	5.3979400086720375
CHEMBL5251_4otf_CHEMBL3699646	7.187086643357144
CHEMBL5251_4otf_CHEMBL3699647	8.301029995663981
CHEMBL5251_4otf_CHEMBL3699648	7.259637310505756
CHEMBL5251_4otf_CHEMBL3699649	7.318758762624412
CHEMBL5251_4otf_CHEMBL3745795	8.221848749616356
CHEMBL5251_4otf_CHEMBL3746128	8.096910013008056
CHEMBL5251_4otf_CHEMBL3746205	7.214670164989233
CHEMBL5251_4otf_CHEMBL3746575	7.055517327849832
CHEMBL5251_4otf_CHEMBL3746820	7.698970004336019
CHEMBL5251_4otf_CHEMBL3746848	5.853871964321762
CHEMBL5251_4otf_CHEMBL3747315	8.221848749616356
CHEMBL5251_4otf_CHEMBL3747322	7.811711521471744
CHEMBL5251_4otf_CHEMBL3747551	7.832773124424534
CHEMBL5251_4otf_CHEMBL3747554	8.221848749616356
CHEMBL5251_4otf_CHEMBL3747742	7.854982694318741
CHEMBL5251_4otf_CHEMBL3901657	7.939302159646388
CHEMBL5251_4otf_CHEMBL3903500	9.0
CHEMBL5251_4otf_CHEMBL3908775	7.934833115752497
CHEMBL5251_4otf_CHEMBL3924953	7.314789720725743
CHEMBL5251_4otf_CHEMBL3959446	8.590066876668706
CHEMBL5251_4otf_CHEMBL3966856	9.306273051076353
CHEMBL5251_4otf_CHEMBL3967132	9.51427857351842
CHEMBL5251_4otf_CHEMBL3967362	6.610833915635467
CHEMBL5251_4otf_CHEMBL3967905	9.239577516576787
CHEMBL5251_4otf_CHEMBL3972734	7.438898616350944
CHEMBL5251_4otf_CHEMBL3973265	8.665546248849068
CHEMBL5251_4otf_CHEMBL3981261	9.835647144215564
CHEMBL5251_4otf_CHEMBL4060453	7.6290304611354
CHEMBL5251_4otf_CHEMBL4067714	8.522878745280337
CHEMBL5251_4otf_CHEMBL4071845	7.0915149811213505
CHEMBL5251_4otf_CHEMBL4075845	8.224025668870631
CHEMBL5251_4otf_CHEMBL4080943	8.522878745280337
CHEMBL5251_4otf_CHEMBL4084331	7.376750709602099
CHEMBL5251_4otf_CHEMBL4085043	9.187086643357144
CHEMBL5251_4otf_CHEMBL4092794	9.366531544420413
CHEMBL5251_4otf_CHEMBL4095379	9.431798275933005
CHEMBL5251_4otf_CHEMBL4096207	8.221848749616356
CHEMBL5251_4otf_CHEMBL4102294	7.958607314841775
CHEMBL5251_4otf_CHEMBL4102992	9.494850021680094
CHEMBL5251_4otf_CHEMBL4162057	8.229147988357855
CHEMBL5251_4rfy_CHEMBL1973138	7.700057099977233
CHEMBL5251_4rfy_CHEMBL2001584	8.500038134403809
CHEMBL5251_4rfy_CHEMBL3358334	5.795880017344075
CHEMBL5251_4rfy_CHEMBL3358335	5.431798275933005
CHEMBL5251_4rfy_CHEMBL3358336	6.721246399047171
CHEMBL5251_4rfy_CHEMBL3358337	6.698970004336019
CHEMBL5251_4rfy_CHEMBL3358338	6.552841968657781
CHEMBL5251_4rfy_CHEMBL3358339	7.3979400086720375
CHEMBL5251_4rfy_CHEMBL3358340	7.221848749616356
CHEMBL5251_4rfy_CHEMBL3358341	7.301029995663981
CHEMBL5251_4rfy_CHEMBL3358409	6.057991946977687
CHEMBL5251_4rfy_CHEMBL3639689	8.197226274708024
CHEMBL5251_4rfy_CHEMBL3665116	7.657577319177793
CHEMBL5251_4rfy_CHEMBL3665117	7.7447274948966935
CHEMBL5251_4rfy_CHEMBL3665118	6.906578314837765
CHEMBL5251_4rfy_CHEMBL3670081	9.030240373690692
CHEMBL5251_4rfy_CHEMBL3670082	8.892790030352131
CHEMBL5251_4rfy_CHEMBL3670083	9.0
CHEMBL5251_4rfy_CHEMBL3670084	7.995678626217358
CHEMBL5251_4rfy_CHEMBL3670085	8.214670164989233
CHEMBL5251_4rfy_CHEMBL3670086	8.214728530059052
CHEMBL5251_4rfy_CHEMBL3670087	8.113509274827518
CHEMBL5251_4rfy_CHEMBL3670088	8.301029995663981
CHEMBL5251_4rfy_CHEMBL3670089	8.221848749616356
CHEMBL5251_4rfy_CHEMBL3670090	8.154901959985743
CHEMBL5251_4rfy_CHEMBL3670091	8.522878745280337
CHEMBL5251_4rfy_CHEMBL3670092	8.698970004336019
CHEMBL5251_4rfy_CHEMBL3670093	8.301029995663981
CHEMBL5251_4rfy_CHEMBL3670094	9.455931955649724
CHEMBL5251_4rfy_CHEMBL3670095	9.161150909262744
CHEMBL5251_4rfy_CHEMBL3670096	8.55284196865778
CHEMBL5251_4rfy_CHEMBL3670097	8.42021640338319
CHEMBL5251_4rfy_CHEMBL3670098	8.698970004336019
CHEMBL5251_4rfy_CHEMBL3670099	8.397940008672037
CHEMBL5251_4rfy_CHEMBL3670100	8.397940008672037
CHEMBL5251_4rfy_CHEMBL3670101	8.327902142064282
CHEMBL5251_4rfy_CHEMBL3670102	8.193820026016112
CHEMBL5251_4rfy_CHEMBL3670103	8.630784142589857
CHEMBL5251_4rfy_CHEMBL3670104	7.787812395596042
CHEMBL5251_4rfy_CHEMBL3670105	8.657577319177793
CHEMBL5251_4rfy_CHEMBL3670106	8.468521082957745
CHEMBL5251_4rfy_CHEMBL3670108	8.309803919971486
CHEMBL5251_4rfy_CHEMBL3670109	8.3767507096021
CHEMBL5251_4rfy_CHEMBL3670113	8.55284196865778
CHEMBL5251_4rfy_CHEMBL3670114	8.443697499232712
CHEMBL5251_4rfy_CHEMBL3670115	8.468521082957745
CHEMBL5251_4rfy_CHEMBL3670116	8.853871964321762
CHEMBL5251_4rfy_CHEMBL3670117	8.67778070526608
CHEMBL5251_4rfy_CHEMBL3670118	8.301029995663981
CHEMBL5251_4rfy_CHEMBL3670119	8.7594507517174
CHEMBL5251_4rfy_CHEMBL3670120	7.935542010773082
CHEMBL5251_4rfy_CHEMBL3670121	8.008773924307505
CHEMBL5251_4rfy_CHEMBL3670123	8.657577319177793
CHEMBL5251_4rfy_CHEMBL3670124	8.522878745280337
CHEMBL5251_4rfy_CHEMBL3670125	8.3767507096021
CHEMBL5251_4rfy_CHEMBL3670127	8.060480747381382
CHEMBL5251_4rfy_CHEMBL3670128	8.468521082957745
CHEMBL5251_4rfy_CHEMBL3670129	8.214670164989233
CHEMBL5251_4rfy_CHEMBL3670130	8.00436480540245
CHEMBL5251_4rfy_CHEMBL3670131	8.309803919971486
CHEMBL5251_4rfy_CHEMBL3670132	8.10790539730952
CHEMBL5251_4rfy_CHEMBL3670134	8.148741651280925
CHEMBL5251_4rfy_CHEMBL3670135	8.481486060122112
CHEMBL5251_4rfy_CHEMBL3670136	7.782516055786093
CHEMBL5251_4rfy_CHEMBL3670137	7.779891911959945
CHEMBL5251_4rfy_CHEMBL3670138	8.2839966563652
CHEMBL5251_4rfy_CHEMBL3670139	7.366531544420414
CHEMBL5251_4rfy_CHEMBL3674679	7.795880017344075
CHEMBL5251_4rfy_CHEMBL3674680	7.823908740944319
CHEMBL5251_4rfy_CHEMBL3674681	8.0
CHEMBL5251_4rfy_CHEMBL3674682	8.0
CHEMBL5251_4rfy_CHEMBL3699648	7.259637310505756
CHEMBL5251_4rfy_CHEMBL3699649	7.318758762624412
CHEMBL5251_4rfy_CHEMBL3890115	7.769551078621726
CHEMBL5251_4rfy_CHEMBL3890374	9.213248577854438
CHEMBL5251_4rfy_CHEMBL3895812	8.397940008672037
CHEMBL5251_4rfy_CHEMBL3896744	8.769551078621726
CHEMBL5251_4rfy_CHEMBL3899326	9.605548319173783
CHEMBL5251_4rfy_CHEMBL3901657	7.939302159646388
CHEMBL5251_4rfy_CHEMBL3903500	9.0
CHEMBL5251_4rfy_CHEMBL3904869	8.756961951313706
CHEMBL5251_4rfy_CHEMBL3905684	8.625251653989896
CHEMBL5251_4rfy_CHEMBL3911251	9.051587034221399
CHEMBL5251_4rfy_CHEMBL3913800	9.101274818410506
CHEMBL5251_4rfy_CHEMBL3917719	8.363512103646634
CHEMBL5251_4rfy_CHEMBL3924953	7.314789720725743
CHEMBL5251_4rfy_CHEMBL3948173	8.096910013008056
CHEMBL5251_4rfy_CHEMBL3950730	9.165579296318468
CHEMBL5251_4rfy_CHEMBL3959446	8.590066876668706
CHEMBL5251_4rfy_CHEMBL3966856	9.306273051076353
CHEMBL5251_4rfy_CHEMBL3967132	9.51427857351842
CHEMBL5251_4rfy_CHEMBL3967905	9.239577516576787
CHEMBL5251_4rfy_CHEMBL3972734	7.438898616350944
CHEMBL5251_4rfy_CHEMBL3973265	8.665546248849068
CHEMBL5251_4rfy_CHEMBL3981261	9.835647144215564
CHEMBL5251_4rfy_CHEMBL3984599	8.698970004336019
CHEMBL5251_4rfy_CHEMBL3986379	9.063486257521106
CHEMBL5251_4rfy_CHEMBL4059850	7.494850021680094
CHEMBL5251_4rfy_CHEMBL4060356	8.744727494896694
CHEMBL5251_4rfy_CHEMBL4060453	7.6290304611354
CHEMBL5251_4rfy_CHEMBL4062079	5.496617936526267
CHEMBL5251_4rfy_CHEMBL4062634	8.920818753952375
CHEMBL5251_4rfy_CHEMBL4063526	6.636388020107856
CHEMBL5251_4rfy_CHEMBL4064326	7.119186407719209
CHEMBL5251_4rfy_CHEMBL4065122	8.795880017344075
CHEMBL5251_4rfy_CHEMBL4066176	8.744727494896694
CHEMBL5251_4rfy_CHEMBL4066223	7.468521082957745
CHEMBL5251_4rfy_CHEMBL4066966	7.187086643357144
CHEMBL5251_4rfy_CHEMBL4067226	7.2441251443275085
CHEMBL5251_4rfy_CHEMBL4067714	8.522878745280337
CHEMBL5251_4rfy_CHEMBL4069030	8.397940008672037
CHEMBL5251_4rfy_CHEMBL4069186	6.175874166083451
CHEMBL5251_4rfy_CHEMBL4069790	9.366531544420413
CHEMBL5251_4rfy_CHEMBL4070991	9.096910013008056
CHEMBL5251_4rfy_CHEMBL4071754	8.481486060122112
CHEMBL5251_4rfy_CHEMBL4071818	7.167491087293763
CHEMBL5251_4rfy_CHEMBL4071845	7.0915149811213505
CHEMBL5251_4rfy_CHEMBL4071893	6.549750891680639
CHEMBL5251_4rfy_CHEMBL4072911	5.583359492661719
CHEMBL5251_4rfy_CHEMBL4074792	8.886056647693163
CHEMBL5251_4rfy_CHEMBL4074840	7.721246399047171
CHEMBL5251_4rfy_CHEMBL4075253	8.161150909262744
CHEMBL5251_4rfy_CHEMBL4075774	5.770318157682325
CHEMBL5251_4rfy_CHEMBL4076040	6.896196279044043
CHEMBL5251_4rfy_CHEMBL4076543	7.6777807052660805
CHEMBL5251_4rfy_CHEMBL4077123	8.050609993355087
CHEMBL5251_4rfy_CHEMBL4077618	7.200659450546418
CHEMBL5251_4rfy_CHEMBL4077625	8.522878745280337
CHEMBL5251_4rfy_CHEMBL4077998	5.899284913426919
CHEMBL5251_4rfy_CHEMBL4078155	5.8458804744841535
CHEMBL5251_4rfy_CHEMBL4079595	6.2247537402597635
CHEMBL5251_4rfy_CHEMBL4079803	8.397940008672037
CHEMBL5251_4rfy_CHEMBL4080943	8.522878745280337
CHEMBL5251_4rfy_CHEMBL4081428	6.787812395596042
CHEMBL5251_4rfy_CHEMBL4081768	6.6777807052660805
CHEMBL5251_4rfy_CHEMBL4082268	8.744727494896694
CHEMBL5251_4rfy_CHEMBL4082346	4.777283528852417
CHEMBL5251_4rfy_CHEMBL4085043	9.187086643357144
CHEMBL5251_4rfy_CHEMBL4085477	8.744727494896694
CHEMBL5251_4rfy_CHEMBL4085868	6.94692155651658
CHEMBL5251_4rfy_CHEMBL4087543	9.017728766960431
CHEMBL5251_4rfy_CHEMBL4088485	7.050609993355087
CHEMBL5251_4rfy_CHEMBL4088999	7.6777807052660805
CHEMBL5251_4rfy_CHEMBL4090117	9.346787486224656
CHEMBL5251_4rfy_CHEMBL4090189	8.698970004336019
CHEMBL5251_4rfy_CHEMBL4092794	9.366531544420413
CHEMBL5251_4rfy_CHEMBL4093610	7.0655015487564325
CHEMBL5251_4rfy_CHEMBL4093800	6.705533773838407
CHEMBL5251_4rfy_CHEMBL4094515	6.5638373529592435
CHEMBL5251_4rfy_CHEMBL4095248	7.79317412396815
CHEMBL5251_4rfy_CHEMBL4095379	9.431798275933005
CHEMBL5251_4rfy_CHEMBL4095477	6.856985199745905
CHEMBL5251_4rfy_CHEMBL4096207	8.221848749616356
CHEMBL5251_4rfy_CHEMBL4096404	8.301029995663981
CHEMBL5251_4rfy_CHEMBL4097832	9.0
CHEMBL5251_4rfy_CHEMBL4098885	5.301377570297902
CHEMBL5251_4rfy_CHEMBL4100365	5.585026652029182
CHEMBL5251_4rfy_CHEMBL4101519	7.3872161432802645
CHEMBL5251_4rfy_CHEMBL4101904	8.200659450546418
CHEMBL5251_4rfy_CHEMBL4102259	5.924088238517222
CHEMBL5251_4rfy_CHEMBL4102294	7.958607314841775
CHEMBL5251_4rfy_CHEMBL4102992	9.494850021680094
CHEMBL5251_4rfy_CHEMBL4103674	6.61261017366127
CHEMBL5251_4rfy_CHEMBL4105457	6.728158393463501
CHEMBL5251_4rfy_CHEMBL4117175	7.638272163982407
CHEMBL5251_4rfy_CHEMBL4466633	7.857897466149103
CHEMBL5251_4rfy_CHEMBL4468226	7.585026652029182
CHEMBL5251_4rfy_CHEMBL4469132	7.619788758288394
CHEMBL5251_4rfz_CHEMBL1973138	7.700057099977233
CHEMBL5251_4rfz_CHEMBL2001584	8.500038134403809
CHEMBL5251_4rfz_CHEMBL2057918	7.87942606879415
CHEMBL5251_4rfz_CHEMBL3352876	8.397940008672037
CHEMBL5251_4rfz_CHEMBL3358337	6.698970004336019
CHEMBL5251_4rfz_CHEMBL3358338	6.552841968657781
CHEMBL5251_4rfz_CHEMBL3358339	7.3979400086720375
CHEMBL5251_4rfz_CHEMBL3358341	7.301029995663981
CHEMBL5251_4rfz_CHEMBL3358342	5.795880017344075
CHEMBL5251_4rfz_CHEMBL3358343	6.3979400086720375
CHEMBL5251_4rfz_CHEMBL3358344	7.42021640338319
